MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932816,0.2440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3.7530000,-0.0023089,-0.0149632,-0.2440715
MsgID.LOCAL_VELOCITY,3.7530000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932828,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.0030000,0.1390192,0.0011590,-0.2435732
MsgID.LOCAL_VELOCITY,4.0030000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932827,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.2530000,0.1250429,0.0691869,-0.2421848
MsgID.LOCAL_VELOCITY,4.2530000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932821,0.2390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.5030000,0.0549221,0.0188955,-0.2397060
MsgID.LOCAL_VELOCITY,4.5030000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932814,0.2350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.7530000,-0.0259994,-0.0149632,-0.2353719
MsgID.LOCAL_VELOCITY,4.7530000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932823,0.2270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.0040000,0.0802295,-0.0152426,-0.2270032
MsgID.LOCAL_VELOCITY,5.0040000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932830,0.2120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.2530000,0.1510552,-0.0149632,-0.2126508
MsgID.LOCAL_VELOCITY,5.2530000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932818,0.1880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.5030000,0.0206702,-0.0175192,-0.1880806
MsgID.LOCAL_VELOCITY,5.5030000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932817,0.1520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.7530000,0.0092291,-0.0503121,-0.1527795
MsgID.LOCAL_VELOCITY,5.7530000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932817,0.1080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.0040000,0.0090157,0.0967229,-0.1084142
MsgID.LOCAL_VELOCITY,6.0040000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932817,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.2540000,0.0193116,0.2165262,-0.0623351
MsgID.LOCAL_VELOCITY,6.2540000,0.0000041,-0.0000052,-0.0000055
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932817,0.0310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2000000
MsgID.LOCAL_POSITION,6.5050000,0.0204887,0.1502471,-0.0313115
MsgID.LOCAL_VELOCITY,6.5050000,-0.0000902,-0.0015571,-0.2027027
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932814,0.0470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2400000
MsgID.LOCAL_POSITION,6.7550000,-0.0110599,-0.0456719,-0.0470252
MsgID.LOCAL_VELOCITY,6.7550000,-0.0020161,0.0036270,-0.2404386
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932814,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.1100000
MsgID.LOCAL_POSITION,7.0040000,-0.0154319,-0.0684479,-0.0620809
MsgID.LOCAL_VELOCITY,7.0040000,-0.0015500,0.0187624,-0.1101210
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932828,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-0.4000000
MsgID.LOCAL_POSITION,7.2550000,0.1449042,0.1114938,-0.0658813
MsgID.LOCAL_VELOCITY,7.2550000,-0.0032605,0.0275159,-0.4035867
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932825,0.4320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.5200000
MsgID.LOCAL_POSITION,7.5050000,0.1073409,0.1848095,-0.4322211
MsgID.LOCAL_VELOCITY,7.5050000,-0.0097853,-0.0007671,-2.5296164
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932816,1.2660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-4.1500000
MsgID.LOCAL_POSITION,7.7550000,0.0134326,-0.0216852,-1.2663430
MsgID.LOCAL_VELOCITY,7.7550000,-0.0005932,-0.0266305,-4.1534500
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932828,2.4000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-4.6100000
MsgID.LOCAL_POSITION,8.0050000,0.1459454,-0.0040832,-2.4006982
MsgID.LOCAL_VELOCITY,8.0050000,0.0129035,-0.0009110,-4.6127839
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932811,3.3570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-2.6500000
MsgID.LOCAL_POSITION,8.2550000,-0.0425437,0.2172919,-3.3588502
MsgID.LOCAL_VELOCITY,8.2550000,0.0117676,0.0045196,-2.6461906
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932803,3.6980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,8.5050000,-0.1318212,0.1739648,-3.6989427
MsgID.LOCAL_VELOCITY,8.5050000,0.0110477,0.0042432,-0.0840061
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932805,3.4800000
MsgID.LOCAL_VELOCITY,0.0000000,0.1500000,0.0000000,1.5100000
MsgID.LOCAL_POSITION,8.7550000,-0.1157689,0.0723162,-3.4803545
MsgID.LOCAL_VELOCITY,8.7550000,0.1573631,-0.0007463,1.5197439
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932831,3.0370000
MsgID.LOCAL_VELOCITY,0.0000000,1.3600000,0.0000000,1.7400000
MsgID.LOCAL_POSITION,9.0060000,0.1793308,0.0209383,-3.0372856
MsgID.LOCAL_VELOCITY,9.0060000,1.3647028,-0.0063864,1.7431688
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932885,2.8100000
MsgID.LOCAL_VELOCITY,0.0000000,3.4900000,-0.0100000,0.1300000
MsgID.LOCAL_POSITION,9.2570000,0.7805700,0.0436418,-2.8109262
MsgID.LOCAL_VELOCITY,9.2570000,3.4915955,-0.0123552,0.1397289
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932987,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,5.0500000,-0.0200000,-0.7700000
MsgID.LOCAL_POSITION,9.5060000,1.9129213,0.0372468,-2.9739368
MsgID.LOCAL_VELOCITY,9.5060000,5.0563707,-0.0243277,-0.7790016
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7933103,3.0630000
MsgID.LOCAL_VELOCITY,0.0000000,5.5100000,-0.0200000,0.2200000
MsgID.LOCAL_POSITION,9.7560000,3.1988177,0.0297134,-3.0638068
MsgID.LOCAL_VELOCITY,9.7560000,5.5171981,-0.0255660,0.2225769
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7933251,3.0000000
